စဉ်,"ကုမ္ပဏီအမည်
",ခွင့်ပြုမိန့်/ အတည်ပြုမိန့်အမှတ်,ရင်းနှီးမြှုပ်နှံမှု ပုံစံ,လုပ်ငန်းအမျိုးအစား, လုပ်ငန်းတည်နေရာ,"ရင်းနှီးမြှုပ်နှံမှု
စုစုပေါင်း ပမာဏ(USD in Million)",ထုတ်ကုန် အမျိုးအစား,ကုန်ကြမ်း အမျိုးအစား,ရင်းနှီးတိုး,ရင်းနှီးလျော့,"YRIC 
အစည်းအဝေး", ဝန်ထမ်း,, ဝန်ထမ်း,,"ရင်းနှီးမြှုပ်နှံမှု
သက်တမ်း",နိုင်ငံ,မှတ်ချက်,ဆက်သွယ်ရမည့်အမည်/ဖုန်းနံပါတ်,"ကုမ္ပဏီမှတ်ပုံတင်
အမှတ်",ရင်းနှီးမြှုပ်နှံမှုကဏ္ဍ,ဘဏ် ငွေစာရင်းအမှတ် နှင့် ဘဏ်အမည်,မြေဧရိယာ ,"မြေဧရိယာ 
တိုး","မြေဧရိယာ 
လျော့ချ"," အတည်ပြုမိန့်
ပြည်လည်
အပ်နှံခြင်း",လတ္တီကျူ/ လောင်ဂျီကျူ,စီးပွားဖြစ်စ,တည်ဆောက်ရေးကာလ,ရင်းနှီးမြှုပ်နှံသူ/ ကမကထအမည်ပြောင်း,"အတည်ပြုမိန့် မူရင်းနှင့်
 ဆုံးဖြတ်ချက်မူရင်း
ပြန်လည်အပ်နှံခြင်း"
၂၅၆,"Poushing  Company Limited
 ( Chinese)




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၉၇/၂၀၁၉
(၉.၁၂.၂၀၁၉)",,CMP စနစ်ဖြင့် ဖိနပ်အမျိုးမျိုး ချုပ်လုပ်ခြင်း လုပ်ငန်း ,"မြေကွက်အမှတ်(၃၆၄)၊ မြေတိုင်းရပ်ကွက်အမှတ်-၄၉ (ဝါးတရာစက်မှုဇုန်)၊ ရွှေပြည်သာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး

















"," ၁.၀၀၀ 







",,,,,,,,,,,China,,"Mr. Dong, Jianqiu(Director)
Poushing2019@163.c0m
09-961161839
",,,,"၁.၂၃၁ ဧက
အနက်မှ 
၀.၄၇၈ ဧက
(၁၉၃၂.၃၈၃၂)
စတုရန်းမီတာ",,,,"16.852136, 96.083009",,,,
၂၅၇,"Myanmar Myanbag Industrial Company Limited
 ( Chinese)




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၂၉၈/၂၀၁၉
(၉.၁၂.၂၀၁၉)",,CMP စနစ်ဖြင့် အိတ်အမျိုးမျိုး ထုတ်လုပ်ခြင်းလုပ်ငန်း   ,"မြေကွက် အမှတ် (၁၇) ၊ မြေတိုင်းရပ်ကွက်အမှတ် - ဇုန်(၁)၊ စက်မှုဇုန် ၊ လှိုင်သာယာ မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး ။ အပြင် မြေကွက် အမှတ် (၃၄) ၊မြေတိုင်းရပ်ကွက်
 အမှတ် - ဇုန်(၁)၊  စက်မှုဇုန် ၊ 
လှိုင်သာယာ မြို့နယ်၊ 
ရန်ကုန်တိုင်း ဒေသကြီး 
"," ၀.၈၇၆ 







",,,,,"YRIC 12-2022
14-12-2022
ကုန်ကြမ်း/ကုန်ချော အမျိုးအစား ထပ်မံတိုးမြှင့်တင်သွင်းခွင့်၊
ပြည်တွင်းဝန်ထမ်းတိုး ",၁၀၀၀,၁၅,,,၃၀ နှစ်,China,,"Mr. Ye, Zhen Fa (Director)
postmaster@hengtebag.com  ,13328572839
 
09-983843346
09-428029028",,စက်မှု,"Co operative Bank
018310120001414","၂.၄၉၃ ဧက
(၁၀၀၈၈.၈၁၃)
စတုရန်းမီတာ",,,,"16.851711,96.082520",4/5/2020,,,
၂၅၈,"Sunny Arts & Crafts Company Limited
 ( Chinese)



 







",အတည်ပြုမိန့်အမှတ် ရကတ- ၂၉၉/၂၀၁၉ (၉.၁၂.၂၀၁၉),,CMP စနစ်ဖြင့် အရုပ်အမျိုးမျိုး ထုတ်လုပ်ခြင်းလုပ်ငန်း,"မြေကွက်အမှတ်- ၁၀၂ ၊ မြေတိုင်းရပ်ကွက်အမှတ် -အပိုင်း၄၊ စက်မှုဇုန်၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး

















","၁.၂၀၀  







",,,,,,,,,,,China,,"Mr. Lu Chonggao  mikeluonmc@gmail.com
၀၉-၉၇၃၄၂၉၈၆၉ ",,,,,,,,,,,,
၂၅၉,"Hongbo Telecommunication (Myanmar) Company Limited
 ( Chinese)




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၀၀/၂၀၁၉
(၉.၁၂.၂၀၁၉)",,CMP စနစ်ဖြင့် ဆက်သွယ်ရေး လုပ်ငန်းသုံး FFC Cable  အမျိုးမျိုး ထုတ်လုပ်ခြင်းလုပ်ငန်း,"မြေကွက်အမှတ်-၄၂၊ မြေတိုင်းရပ်ကွက်အမှတ် -၁၁၂၊ စက်မှု ဇုန်၊ဒဂုံမြို့သစ် (အရှေ့ပိုင်း)မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး

















","၂.၅၀၀ 








",,,,,,,,,,,China,,"Ms. Wang Jie (Director)
honglindales@hong-lin.com.mm
09-750110433
",,,"Ms. Wang Jie (Director)
honglindales@hong-lin.com.mm
09-750110433
No.2, Jiangjia village, Yaobeijiang shibi Township, Ninghua, Fuijan Province, People’s Republic of China.",,,,"YRIC (3/2022)
23-3-2022
အတည်ပြုမိန့်
ပြန်အပ်ပြီးဖြစ်ပါသည်။","16.800254, 96.129323",,,,
၂၆၀,"Vogue (Myanmar) Industry  Limited
 ( Chinese)




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၀၁/၂၀၁၉
(၉.၁၂.၂၀၁၉)",,CMP စနစ်ဖြင့် အိတ်အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း,"မြေကွက်အမှတ်- ၂၅ ၊ မြေတိုင်းရပ်ကွက်အမှတ် ၁၁၂၊ စက်မှုဇုန်၊ဒဂုံမြို့သစ်အရေှ့ပိုင်းမြို့နယ်၊ရန်ကုန်တိုင်း ဒေသကြီး


















","၀.၇၈၉  








",,,,,,,,,,,China,,"Mr.Li Yingyu
Director
09-267516198
09-790241233",,,"Mr.Li Yingyu
Director
09-267516198
မြေကွက်အမှတ်- ၂၅ ၊ မြေတိုင်းရပ်ကွက်အမှတ် ၁၁၂၊ စက်မှုဇုန်၊ ဒဂုံမြို့သစ်အရေှ့ပိုင်းမြို့နယ်၊ရန်ကုန်တိုင်း ဒေသကြီး",,,,,"16.920919, 96.060392",,,,
၂၆၁,"Ka Hung (Myanmar) Leather Glove Company Limited
 ( Chinese)




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၀၂/၂၀၁၉
(၁၃.၁၂.၂၀၁၉)",,CMP စနစ်ဖြင့် လက်အိတ် အမျိုးမျိုး ချုပ်လုပ်ခြင်း လုပ်ငန်း,"မြေကွက်အမှတ် (၅၅)၊ မြေတိုင်းရပ်ကွက်အမှတ်(၂၅)၊ ရွှေလင်ပန်း စက်မှုမြို့၊ လှိုင်သာယာ မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး


















",၁.၂,,,,,,,,,,,China,,"Mr. Ha Kwok Ping 
Director
Hakwokping687@gmail. Com 09-978988708
09-260047221 (မသီတာ)
",,,"Mr. Ha Kwok Ping 
Director
Hakwokping687@gmail. Com 09-978988708
Floor (37), (15) Chong Yip Street, Monteary Plaza, Kwun Tong Kowloon, Hong Kong, The People’s Republic of China.",,,,,"16.898631249269545, 96.22721882369049",,,,
၂၆၂,"Dehong Technology (Myanmar) Company  Limited 
မှ  Jin Xin Technology
(Myanmar) Company  Limited.သို့ အမည်ပြောင်း ( Chinese)","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၀၃/၂၀၁၉
(၁၃.၁၂.၂၀၁၉)",,CMP စနစ်ဖြင့် ဆက်သွယ်ရေး လုပ်ငန်းသုံး Signal Cable အမျိုးမျိုး ထုတ်လုပ်ခြင်း လုပ်ငန်း,"မြေကွက်အမှတ် (၄၂)၊ မြေတိုင်းရပ်ကွက်အမှတ် (၁၁၂)၊ စက်မှုဇုန်၊ ဒဂုံမြို့သစ် အရှေ့ပိုင်း မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး 


















",၃.,,,,,"1/2022
12-1-2022
အမည်ပြောင်း
ဝန်ထမ်းတိုး",၁၁၉၅,၁၀,၈၀၅,၅,,China,,"Mr. Gao Chang li 
113changli@163.com
၀၉-၂၆၆၉၂၉၆၇၈
09-260047221 (မသီတာ)",,,"Mr. Gao Chang li 
113changli@163.com
၀၉-၂၆၆၉၂၉၆၇၈
Shandong Province, Linyi City, Shandong Province, People’s Republic of China",,,,,"17.005195, 96.046186",,,,
၂၆၃,"Myanmar Zhengxin Footwear Company Limited
 ( Chinese)




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၀၄/၂၀၁၉
(၁၃.၁၂.၂၀၁၉)",,CMP စနစ်ဖြင့် ဖိနပ် အမျိုးမျိုး ချုပ်လုပ်ခြင်း လုပ်ငန်း,"မြေကွက်အမှတ် (၁၄၂၊၁၄၃၊၁၄၄၊၁၄၅၊၁၄၆) အနက်မှ မြေကွက်အမှတ် ၁၄၃၊ မြေတိုင်းရပ်ကွက်အမှတ်-၄၉ (ဝါးတရာစက်မှု)၊ ရွှေပြည်သာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး


















","၁.၀၅၀   




",,,,,,,,,,,China,,"Mr.Huang, Xin
rogerhuang@aolongshoes.com
၀၉-၇၉၆၆၈၈၁၈၈
",,,"Mr.Huang, Xin
rogerhuang@aolongshoes.com
၀၉-၇၉၆၆၈၈၁၈၈
Yangguan Road, Industrial Park Longyang Area Baoshan City, Yunnan Province, China",,,,,"16.993749, 96.090644",,,,
၂၆၄,"Sunlong (Myanmar) Sports Company Limited
 ( Chinese)




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၀၅/၂၀၁၉
(၁၁.၁၂.၂၀၁၉)",,CMP စနစ်ဖြင့် အိတ်အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း,"မြေကွက်အမှတ်- ၁၂၃/A ၊ မြေတိုင်းရပ်ကွက်အမှတ်- ၅၁၊ သာဓုကန်စက်မှုဇုန် ၊ ရွှေပြည်သာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး


















","အမေရိကန်
ဒေါ်လာ
၁.၂၀၀    သန်း









",,,,,,,,,,,China,,"Mr. Lyu Zhiqiang 
kim@china-sunrise.net
devin@china-sunrise.net
၀၉-၉၇၈၉၉၁၆၆၆
09-260047221 (မသီတာ)",,,"Mr. Lyu Zhiqiang 
kim@china-sunrise.net
devin@china-sunrise.net
၀၉-၉၇၈၉၉၁၆၆၆
မြေကွက်အမှတ်- ၁၂၃/A ၊ မြေတိုင်းရပ်ကွက်အမှတ်- ၅၁၊ သာဓုကန်စက်မှုဇုန် ၊ ရွှေပြည်သာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး။",,,,,,,,,
၂၆၅,"Jia Xin (Myanmar) Garment Company Limited                       ( Chinese) 




 







",အတည်ပြုမိန့်အမှတ် ရကတ- ၃၀၆/၂၀၁၉ (၉.၁၂.၂၀၁၉),,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း,"မြေကွက်အမှတ်- ၁၀၉ ၊ မြေတိုင်းရပ်ကွက်အမှတ် ၄၉ (ဝါးတစ်ရာ စက်မှုဇုန်) ရွှေပြည်သာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး။


















","၃.၅၀၀  








",,,,,"10/2022
26-10-2022
ရင်းနှီးမြှုပ်နှံမှု
ပုံစံပြင်၊
",၃၀၇,၄,,,,China,,"Mrs. Wang Xueqin  
shelley@jxsilk.cn
paul@jxsilk.cn
၀၉-၆၈၆၁၆၆၈၈၁
09-260047221 (မသီတာ)",,,,၂.၄ ဧက,,,,,,,,
၂၆၆,"Colorado Outdoor Gear (Myanmar) Limited       ( Chinese) 




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၀၇/၂၀၁၉
(၉.၁၂.၂၀၁၉)",,CMP စနစ်ဖြင့် အိတ်အမျိုးမျိုး ချုပ်လုပ်ခြင်း လုပ်ငန်း,"မြေကွက်အမှတ်- (A-5)၊ မြေတိုင်းရပ်ကွက် အမှတ်(၂၁)၊ မြစိမ်းရောင်စက်မှုဇုန်၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး



















","၁.၁၆၀    








",,,0.84,,"19/2020
25-11-2020",,,,,,China,,"Mr. Hu Xiang 
idingu@idin.com
၀၉၇၉၅၁၃၃၃၃
09-790430496
09-459362804",,,,,,,,"16.891973, 96.235670",,,,
၂၆၇,"Outskin Sportswear Myanmar  Limited
(Germany )




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၀၈/၂၀၁၉
(၂၇.၁၂.၂၀၁၉ )",,CMP စနစ်ဖြင့် အားကစား အဝတ်အထည် အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း,"မြေကွက် အမှတ် (၁၄၉/၅၊ ၁၄၉/၆) ၊ မြေတိုင်း ရပ်ကွက် အမှတ် - ၁၁၃၊ ဒဂုံမြို့သစ် (အရှေ့ပိုင်း) မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး 



















","၁.၅၄၀  








",,,,,,,,,,,Germany,,"Mr. Jurgen Eckmann
Fabian.Lorenz@luther-lawfirm.com
        +959261033679         
 
",,,,,,,,"16.866792, 96.043922",,,,
၂၆၈,"Heng Mao (Myanmar) Company Limited (Hong Kong)





 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၀၉/၂၀၁၉
(၂၇.၁၂.၂၀၁၉ )",,CMP စနစ်ဖြင့် အဝတ်အထည် ချုပ်လုပ်ခြင်းလုပ်ငန်း ,"မြေကွက် အမှတ် (၉၃) ၊ မြေတိုင်းရပ်ကွက်အမှတ် - ၁၄၊ ရွှေသံလွင် စက်မှုဇုန် ၊ လှိုင်သာယာ မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး မှ မြေကွက် အမှတ် ၆၅၊  စက်မှုဇုန်အပိုင်း(၄)၊ရွှေပြည်သာ မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီးသို့ပြောင်းရွေ့



















","၄.၀၅၀ 








",,,,,"2/2022
23-2-2022",,,,,,Hong Kong,,"Mr. Qiao, Liang
09450211136 
09-799197221
",,,,၁.၂၅၈ ဧက (၅၄၇၉.၈၀) စတုန်းမီတာ,,,,"16.849248, 96.276389",,,,
၂၆၉,"Mayfair (Myanmar) Industry Company Limited
(Hong Kong )



 







",အတည်ပြုမိန့်အမှတ် ရကတ- ၃၁၀/၂၀၁၉ (၂၇.၁၂.၂၀၁၉ ),,CMP စနစ်ဖြင့် အဝတ် အထည်ချုပ်လုပ်ခြင်း လုပ်ငန်း ,"မြေကွက် အမှတ် (၁၁၉) ၊ မြေတိုင်းရပ်ကွက်အမှတ် - စက်မှုဇုန်(၂)၊ ဒဂုံမြို့သစ် (ဆိပ်ကမ်း) မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး 




















","၁.၂၆၈ 








",,,,,,,,,,,Hong Kong,,"Mr. Zhuang JunYu
james@mayfair-cn.com

09-767648090",,,,,,,,,,,,
၂၇၀,"G-Yuan Packaging Material (Myanmar) Company Limited
( Chinese) 




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၁၁/၂၀၁၉
(၂၇.၁၂.၂၀၁၉ )",,Carton Boxများထုတ်လုပ်၍ ပြည်တွင်းရှိCMPလုပ်ငန်းများသို့ရောင်းချခြင်းလုပ်ငန်း,"မြေကွက်အမှတ်-၆၃၊၆၄၊ ၇၅၊ မြေတိုင်းရပ်ကွက် အမှတ်- ၄၉၊ ဝါးတစ်ရာ စက်မှုဇုန်၊ ရွှေပြည်သာ မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး 




















","၂.၇၅၂ 








",,,,,,,,,,,China,,"Mr. Zhang Jinsuo 
ManagingDirector 1965275818@qq.com
၀၉-၇၈၈၁၄၃၈၇၉ 
",,,,,,,,"16.6717700, 96.297630",,,,
၂၇၁,"XinFa (Myanmar) Textile Company Limited
( Chinese)




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၁၂/၂၀၁၉
(၂၇.၁၂.၂၀၁၉ )",,ချည်မျှင်များထုတ်လုပ်၍ ပြည်တွင်းရှိCMP လုပ်ငန်းများသို့ရောင်းချခြင်းလုပ်ငန်း,"မြေကွက်အမှတ် ၉၁၊ မြေတိုင်း ရပ်ကွက်အမှတ် သီလဝါစက်မှုဇုန်၊ သန်လျင်-ကျောက်တန်း မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး 




















","၀.၇၅၇   









",,,,,,,,,,,China,,"Mr.Fang Chongduo
၀၉-၉၇၆၅၁၈၈၈၈၊၀၉၉၆၉၂၄၅၀၄၆@qq.com
09-40032027",,,,,,,,,,,,
၂၇၂,"Wick (Myanmar) Company Limited
(Singapore ) 




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၁၃/၂၀၁၉
(၂၇.၁၂.၂၀၁၉ )",,CMPစနစ်ဖြင့် ပလတ်စတစ်အိတ် အမျိုးမျိုးထုတ်လုပ်ခြင်း လုပ်ငန်း,"မြေကွက်အမှတ်- D-4,D-5,D-11,D-12၊ မြေတိုင်းရပ်ကွက် အမှတ် ၂၀၊ အနော်ရထာ စက်မှုဇုန်၊ လှိုင်သာယာ မြို့နယ်၊ ရန်ကုန်တိုင်းဒေသကြီး 




















","အမေရိကန်
ဒေါ်လာ
၁.၀၀သန်း









",,,,,,,,,,,Singapore,,"Mr. Wong Kwan Tat 
Kyawkhaing.tun @gmail.com
09-976333969",,,,,,,,,,,,
၂၇၃,"Myanmar Eason Lee  Company Limited
( Chinese) 




 







","အတည်ပြုမိန့်အမှတ် ရကတ- ၃၁၄/၂၀၁၉
(၂၇.၁၂.၂၀၁၉ )",,CMPစနစ်ဖြင့် အိတ်အမျိုးမျိုး ချုပ်လုပ်ခြင်း လုပ်ငန်း,"မြေကွက် အမှတ် (K 9)၊ မြေတိုင်းရပ်ကွက်အမှတ်
(၂၀)၊ အနော်ရထာ စက်မှု ဇုန်၊ လှိုင်သာယာ မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး




















",၁.၆၆၄,,,,,,,,,,,China,,၀၉-၆၆၆၆၆၇၀၁၅,,,,,,,,"16.926681, 96.082687",,,,
